Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [235] mlx::vector_model::supports(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [19] mlx::shared_array::Resources::template_ready(mlx::shared_array::Lease const&) const [183] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [144] mlx::control_model::RV64::run(Json::Value const&) [16] mlx::shared_array::Resources::validate_lease(mlx::shared_array::Lease const&) const [213] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::erase(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [153] mlx::control_model::RV64::set_float(unsigned int, float) [8] mlx::shared_array::Resources::writeback_ready(unsigned int) const [190] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [83] mlx::model_storage::Arena::allocate(mlx::tensor_model::DType, std::vector<long, std::allocator<long> >, bool) [9] mlx::shared_array::Resources::live_spm_vectors(unsigned long) const [171] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [236] mlx::model_storage::Arena::Arena(unsigned long, unsigned long, unsigned long) [210] mlx::shared_array::Resources::idle() const [227] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [109] mlx::matrix_schedule::(anonymous namespace)::check(bool, char const*) [4] mlx::shared_array::Resources::offer(unsigned long, unsigned int) const [200] std::pair<std::_Rb_tree_iterator<std::pair<mlx::tensor_model::Storage const* const, unsigned long> >, bool> std::_Rb_tree<mlx::tensor_model::Storage const*, std::pair<mlx::tensor_model::Storage const* const, unsigned long>, std::_Select1st<std::pair<mlx::tensor_model::Storage const* const, unsigned long> >, std::less<mlx::tensor_model::Storage const*>, std::allocator<std::pair<mlx::tensor_model::Storage const* const, unsigned long> > >::_M_emplace_unique<mlx::tensor_model::Storage*, unsigned long const&>(mlx::tensor_model::Storage*&&, unsigned long const&)
 [208] mlx::matrix_schedule::(anonymous namespace)::decode(Json::Value const&) [37] mlx::shared_array::Resources::caller(unsigned long) const [214] std::_Rb_tree<std::pair<unsigned long, unsigned int>, std::pair<unsigned long, unsigned int>, std::_Identity<std::pair<unsigned long, unsigned int> >, std::less<std::pair<unsigned long, unsigned int> >, std::allocator<std::pair<unsigned long, unsigned int> > >::equal_range(std::pair<unsigned long, unsigned int> const&)
 [237] mlx::matrix_schedule::Options::parse(Json::Value const&) [20] mlx::shared_array::Resources::resident(mlx::shared_array::Lease const&, bool) const [201] std::pair<std::_Rb_tree_iterator<std::pair<unsigned long, unsigned int> >, bool> std::_Rb_tree<std::pair<unsigned long, unsigned int>, std::pair<unsigned long, unsigned int>, std::_Identity<std::pair<unsigned long, unsigned int> >, std::less<std::pair<unsigned long, unsigned int> >, std::allocator<std::pair<unsigned long, unsigned int> > >::_M_emplace_unique<unsigned long, unsigned int&>(unsigned long&&, unsigned int&)
  [61] mlx::matrix_schedule::Simulator::Impl::complete_instruction(mlx::matrix_schedule::(anonymous namespace)::PendingInstruction&, char const*) [245] mlx::shared_array::Resources::snapshot() const [259] std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int>(int&&)
   [5] mlx::matrix_schedule::Simulator::Impl::tick() [33] mlx::shared_array::Resources::spm_ready() const [142] std::pair<std::_Rb_tree_iterator<unsigned int>, bool> std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_insert_unique<unsigned int const&>(unsigned int const&)
 [120] mlx::matrix_schedule::Simulator::Impl::event(char const*, unsigned int, char const*, unsigned int) [246] mlx::tensor_model::MatrixInstructionStats::json() const [202] std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, mlx::model_system::PhysicalMemory::Region> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, mlx::model_system::PhysicalMemory::Region>, std::_Select1st<std::pair<unsigned long const, mlx::model_system::PhysicalMemory::Region> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, mlx::model_system::PhysicalMemory::Region> > >::_M_emplace_unique<unsigned long&, mlx::model_system::PhysicalMemory::Region>(unsigned long&, mlx::model_system::PhysicalMemory::Region&&)
  [25] mlx::matrix_schedule::Simulator::Impl::evaluate(mlx::matrix_schedule::(anonymous namespace)::Context&, mlx::matrix_schedule::(anonymous namespace)::Instruction const&) [48] mlx::tensor_model::Tensor::contiguous() const [228] std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, mlx::shared_array::Resources::ClientInfo> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, mlx::shared_array::Resources::ClientInfo>, std::_Select1st<std::pair<unsigned long const, mlx::shared_array::Resources::ClientInfo> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, mlx::shared_array::Resources::ClientInfo> > >::_M_emplace_unique<unsigned long&, mlx::shared_array::Resources::ClientInfo>(unsigned long&, mlx::shared_array::Resources::ClientInfo&&)
 [143] mlx::matrix_schedule::Simulator::Impl::validate(mlx::matrix_schedule::(anonymous namespace)::Owner const&) [60] mlx::tensor_model::Tensor::number(unsigned long) const [203] std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, mlx::model_storage::Arena::State::Record>, std::_Select1st<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> > >::_M_emplace_unique<unsigned long const&, mlx::model_storage::Arena::State::Record>(unsigned long const&, mlx::model_storage::Arena::State::Record&&)
 [138] mlx::matrix_schedule::Simulator::Impl::dma_event(char const*, mlx::matrix_schedule::(anonymous namespace)::PendingDMA const&) [71] mlx::tensor_model::Tensor::integer(unsigned long) const [204] std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, mlx::model_io::PhysicalMux::Entry> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, mlx::model_io::PhysicalMux::Entry>, std::_Select1st<std::pair<unsigned long const, mlx::model_io::PhysicalMux::Entry> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, mlx::model_io::PhysicalMux::Entry> > >::_M_emplace_unique<unsigned long&, mlx::model_io::PhysicalMux::Entry>(unsigned long&, mlx::model_io::PhysicalMux::Entry&&)
  [82] mlx::matrix_schedule::Simulator::Impl::Impl(Json::Value const&, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor const*, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, mlx::tensor_model::Tensor, unsigned long, mlx::matrix_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [23] mlx::tensor_model::Tensor::position(unsigned long) const [191] std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, unsigned long> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned long> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long> > >::_M_emplace_unique<unsigned long&, unsigned long&>(unsigned long&, unsigned long&)
 [118] mlx::matrix_schedule::Simulator::tick() [247] mlx::vector_model::Stats::json() const [215] std::pair<std::_Rb_tree_iterator<unsigned long>, bool> std::_Rb_tree<unsigned long, unsigned long, std::_Identity<unsigned long>, std::less<unsigned long>, std::allocator<unsigned long> >::_M_insert_unique<unsigned long>(unsigned long&&)
  [85] mlx::matrix_schedule::Simulator::Simulator(Json::Value const&, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor const*, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, mlx::tensor_model::Tensor, unsigned long, mlx::matrix_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [66] mlx::model_storage::Arena::allocation(mlx::tensor_model::Tensor const&) const [157] void std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__ops::_Iter_comp_iter<mlx::matrix_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__ops::_Iter_comp_iter<mlx::matrix_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}>)
 [238] mlx::matrix_schedule::Simulator::~Simulator() [134] mlx::model_storage::Arena::allocation(std::shared_ptr<mlx::tensor_model::Storage> const&) const [28] void std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__ops::_Iter_comp_iter<mlx::vector_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__ops::_Iter_comp_iter<mlx::vector_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}>)
  [26] mlx::vector_schedule::(anonymous namespace)::check(bool, char const*) [178] mlx::model_storage::Arena::Pin::region() const [158] void std::__introsort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mlx::matrix_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mlx::matrix_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}>)
  [90] mlx::vector_schedule::Options::parse(Json::Value const&) [68] mlx::model_storage::Arena::pin(mlx::tensor_model::Tensor const&, bool) const [116] void std::__introsort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mlx::vector_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mlx::vector_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}>)
 [149] mlx::vector_schedule::Simulator::Impl::memory_event(char const*, mlx::vector_schedule::(anonymous namespace)::PendingMemory const&, unsigned long) [248] mlx::model_storage::Arena::snapshot() const [45] void mlx::tensor_model::Assets::load(Json::Value const&)::{lambda(auto:1&&, Json::Value const&)#1}::operator()<{lambda(auto:1&&, Json::Value const&)#1}&>({lambda(auto:1&&, Json::Value const&)#1}&, Json::Value const&) const
